Ищет работу на должность:,Последнее/нынешнее место работы,Последняя/нынешняя должность,Обновление резюме,Авто,Образование,Пол,Возраст,Опыт работы (месяц),Город,Готовность к переезду,Готовность к командировкам,полная занятость,частичная занятость,проектная работа,стажировка,волонтерство,гибкий график,полный день,сменный график,вахтовый метод,удаленная работа,ЗП (руб)
Специалист по телекоммуникациям,"АО ""Казахтелеком""",Техник по ремонту,22.04.2019 11:21,Не указано,высшее,Ж,23,7.0,другие,True,True,True,False,False,False,False,False,True,False,False,False,18554
Middle/Junior программист Java/C#,"АО ""Концерн ""ВЕГА""",Инженер-программист,22.04.2019 19:16,Не указано,высшее,М,24,18.0,Москва,False,True,True,False,False,False,False,True,True,False,False,True,70000
Junior C# Developer,Федеральное агентство по делам молодежи,Ведущий технический специалист,11.09.2018 14:32,Не указано,высшее,М,24,19.0,Москва,True,True,True,False,True,True,False,True,True,False,False,True,50000
Консультант,ТК Румянцев,Оператор ЭВМ,14.05.2019 01:42,Не указано,среднее специальное,Ж,20,10.0,Санкт-Петербург,False,False,True,False,False,False,False,False,True,False,False,False,35000
"Fullstack programmer, Blockchain developer",Simlead,Fullstack developer,07.04.2019 17:33,Не указано,высшее,Ж,27,25.0,Москва,True,False,True,True,True,False,False,False,False,False,False,True,143206
Бизнес-аналитик,DPD в России,Начальник отдела ценообразования,07.04.2019 23:00,Не указано,высшее,Ж,24,23.0,Москва,False,True,True,False,False,False,False,False,True,False,False,True,80000
Монтажник слаботочных систем,ОсОО Интант,Монтажник,15.04.2019 01:30,Не указано,высшее,М,22,21.0,Москва,True,False,True,False,False,False,False,False,True,False,False,False,60000
Программист-разработчик,НТЦ Атлас,Инженер,09.04.2019 20:25,Не указано,высшее,М,21,7.0,другие,True,True,False,True,False,True,False,True,False,True,False,True,30000
"Программист-исследователь, Deep Learning, Computer Vision",Samsung AI Center Moscow,Research intern,10.04.2019 14:46,Не указано,высшее,М,23,2.0,Москва,True,True,True,False,False,False,False,False,True,False,False,False,120000
Аналитик данных,Банк Хоум Кредит,Стажер-аналитик,14.04.2019 19:11,Не указано,высшее,М,22,8.0,Москва,True,False,False,True,True,True,False,True,True,True,False,True,80000
Frontend разработчик,ооо Мечел (Челябинский металлургический комбинат),Электромонтер по ремонту и обслуживанию электрооборудования,26.04.2019 17:04,Не указано,среднее специальное,М,29,12.0,город-миллионник,True,True,True,True,False,False,False,True,True,True,False,True,20000
Инженер по тестированию,"ООО ""Предприятие Элтекс""",Инженер сервисного центра VOIP,26.04.2019 14:42,Не указано,высшее,М,24,18.0,город-миллионник,False,True,True,False,False,False,False,True,True,True,False,False,65000
Программист-стажер,SAP СНГ,Стажер SAP,10.05.2019 00:43,Не указано,высшее,М,22,7.0,Москва,False,False,True,True,True,True,False,True,True,True,False,True,45000
Специалист по автоматизации,ООО Кашира хлеб,Укладчик-упаковщик,08.04.2019 20:33,Имеется собственный автомобиль,среднее специальное,М,23,18.0,другие,False,False,True,False,False,False,False,False,True,False,False,False,35000
